,ID_CLIENTE,DATA_CADASTRO,DDD,FLAG_PF,SEGMENTO_INDUSTRIAL,DOMINIO_EMAIL,PORTE,CEP_2_DIG
353,8215958479134054873,2018-02-14,,,Comércio,OUTLOOK,MEDIO,96
354,86110062990790869,2000-08-15,71,,Indústria,AOL,GRANDE,43
355,3704808902628008971,2000-08-15,54,,Serviços,GMAIL,MEDIO,95
356,5613825020130267729,2016-06-08,,,Serviços,YAHOO,MEDIO,85
357,8529899700094903171,2000-08-15,32,,Comércio,GMAIL,GRANDE,36
358,1308019675417057675,2016-07-28,61,,Comércio,BOL,PEQUENO,72
359,5460280878923715699,2012-03-11,48,,Comércio,HOTMAIL,MEDIO,88
360,8270671464659850683,2013-09-22,55,,Indústria,HOTMAIL,MEDIO,97
361,8662923640484889291,2011-02-14,86,,Comércio,HOTMAIL,GRANDE,64
362,6987942592445950913,2000-08-15,(1,,Serviços,HOTMAIL,MEDIO,20
363,3238269558731666664,2011-02-14,11,,Comércio,OUTLOOK,MEDIO,43
364,7085295800541340563,2000-08-15,19,,Indústria,YAHOO,MEDIO,13
365,7930644815080409701,2011-02-14,86,,Comércio,YAHOO,MEDIO,64
366,4831939798545673038,2006-08-02,49,,Comércio,GMAIL,GRANDE,89
367,8313765100460016738,2008-09-25,14,,Comércio,GMAIL,GRANDE,17
368,2022367282554149730,2009-04-01,,,Comércio,OUTLOOK,MEDIO,75
369,1195244642827484543,2017-09-11,27,,Comércio,GMAIL,,32
370,8350724667410677464,2011-05-30,85,,Serviços,YAHOO,GRANDE,61
371,6486277549325701534,2008-08-11,14,,Serviços,HOTMAIL,MEDIO,17
372,2785178201607654410,2011-02-14,18,,Indústria,GMAIL,PEQUENO,15
373,4919908458022265747,2011-02-14,19,,Serviços,HOTMAIL,GRANDE,13
374,9205015186723569289,2012-03-11,49,,Comércio,GMAIL,PEQUENO,89
375,7722287846688771887,2014-10-23,16,,Serviços,HOTMAIL,GRANDE,15
376,1874361799315286610,2012-03-11,49,,Indústria,GMAIL,MEDIO,89
377,5884104941462322372,2018-01-07,65,X,,GMAIL,GRANDE,78
378,8287608084245946173,2014-03-02,51,,Comércio,YAHOO,MEDIO,93
379,8213533889694327948,2000-08-15,91,,Comércio,GMAIL,MEDIO,66
380,3045840317107313913,2000-08-15,19,,Indústria,YAHOO,GRANDE,13
381,2214132103234633622,2012-06-04,35,,Indústria,YAHOO,MEDIO,37
382,7949169060790541229,2000-08-15,48,,Serviços,YAHOO,PEQUENO,88
383,7621083433504010869,2008-07-28,11,,Serviços,GMAIL,GRANDE,87
384,5794903898038236832,2000-08-15,21,,Serviços,GMAIL,,23
385,6020593949794792044,2014-03-27,51,,Indústria,YAHOO,PEQUENO,95
386,4045739494965095560,2014-01-13,41,,Indústria,YAHOO,MEDIO,83
387,6122719618012473549,2007-11-05,,,Indústria,GMAIL,MEDIO,40
388,7787306805605072964,2013-06-10,93,,Serviços,GMAIL,PEQUENO,68
389,6824842959463625344,2015-10-15,,X,,GMAIL,GRANDE,29
390,8503092146854371576,2012-10-15,83,,Comércio,OUTLOOK,PEQUENO,58
391,3204108603682323936,2015-08-20,31,,Serviços,GMAIL,MEDIO,32
392,4588313530969303734,2011-02-14,32,,Comércio,GMAIL,PEQUENO,36
393,5786895437851445408,2012-03-11,47,,Comércio,HOTMAIL,GRANDE,88
394,5122095358293179297,2011-02-15,19,,Indústria,GMAIL,MEDIO,13
395,2900002014851776114,2014-02-02,55,,Serviços,GMAIL,GRANDE,98
396,3591324331706630867,2014-02-02,49,,Comércio,YAHOO,MEDIO,89
397,1044568737046072781,2009-01-04,69,,Indústria,HOTMAIL,PEQUENO,76
398,4749976982519957792,2006-03-01,11,,Indústria,YAHOO,MEDIO,17
399,5732713959930509093,2012-01-23,55,,Indústria,AOL,GRANDE,92
400,5511113649464808344,2007-05-30,71,,Serviços,GMAIL,MEDIO,42
401,1613152204777372951,2013-09-02,85,,Comércio,GMAIL,MEDIO,62
402,696014079855281037,2000-08-15,16,,Serviços,GMAIL,,15
403,9089528044547831569,2015-01-22,46,,Comércio,GMAIL,GRANDE,85
404,5880041582322293710,2011-02-14,47,,Comércio,OUTLOOK,GRANDE,89
405,2773493808492482979,2017-02-05,43,,Comércio,YAHOO,PEQUENO,86
406,4740535838297269949,2009-02-09,11,,Comércio,YAHOO,MEDIO,64
407,8106044482585783481,2015-06-09,21,,Serviços,AOL,GRANDE,28
408,5577659616907513811,2016-02-24,94,,Serviços,GMAIL,MEDIO,68
409,8570963260597299378,2011-04-05,51,,Indústria,GMAIL,GRANDE,93
410,1559814738862939390,2018-01-28,69,,Indústria,OUTLOOK,MEDIO,78
411,175003104385133396,2012-07-18,48,,Serviços,YAHOO,PEQUENO,88
412,4785355632922927313,2011-08-04,22,,Comércio,GMAIL,MEDIO,28
413,6217788509719675691,2011-02-14,11,,Comércio,GMAIL,MEDIO,37
414,5136739522477907100,2014-07-16,77,,Indústria,HOTMAIL,MEDIO,47
415,3382609338395832683,2014-03-26,85,,Comércio,HOTMAIL,GRANDE,61
416,6012031176108922616,2007-03-08,21,,Indústria,OUTLOOK,PEQUENO,22
417,6276792736652545216,2013-04-23,,,Indústria,HOTMAIL,MEDIO,37
418,8535586342375301953,2017-11-07,32,,Comércio,YAHOO,MEDIO,36
419,8715120689636420963,2018-02-28,55,,Indústria,GMAIL,GRANDE,97
420,8480109508191086169,2011-02-14,11,,Indústria,GMAIL,PEQUENO,40
421,6456490958004500912,2011-02-14,31,,Serviços,GMAIL,MEDIO,34
422,1698828605814171242,2015-05-20,21,,Serviços,GMAIL,GRANDE,25
423,5263285038415073073,2017-11-06,91,,Serviços,YAHOO,MEDIO,68
424,2606594191222500726,2010-11-23,85,,Serviços,GMAIL,,30
425,8248484932270772248,2017-10-24,71,,Serviços,YAHOO,GRANDE,45
426,4758362594913729429,2016-12-25,13,,Comércio,,MEDIO,11
427,6858769421191999702,2000-08-15,00,,Serviços,YAHOO,GRANDE,13
428,2860472732401119424,2013-06-23,21,,Indústria,YAHOO,GRANDE,22
429,7215093571368368138,2000-08-15,32,,,YAHOO,GRANDE,36
430,4942577693958917591,2018-05-17,44,,Comércio,GMAIL,GRANDE,87
431,8332840690177201182,2014-02-19,94,,Serviços,GMAIL,MEDIO,68
432,2819054834565698513,2011-05-16,63,,Serviços,HOTMAIL,PEQUENO,77
433,3161361581909316305,2014-02-02,41,,Indústria,OUTLOOK,PEQUENO,83
434,8405044237103061926,2011-02-14,19,,Comércio,HOTMAIL,GRANDE,13
435,4444330375740387073,2007-04-19,66,,Indústria,OUTLOOK,GRANDE,68
436,4820852183212661131,2011-02-14,47,,Comércio,HOTMAIL,GRANDE,88
437,6547707428090179960,2011-02-14,99,,Indústria,HOTMAIL,MEDIO,65
438,8292458529987016717,2015-06-10,71,,Serviços,OUTLOOK,MEDIO,48
439,4831988987853936627,2011-02-14,33,,Serviços,HOTMAIL,MEDIO,39
440,3724562776372632620,2015-12-17,,,Serviços,YAHOO,MEDIO,46
441,9127318190908282126,2011-02-14,11,,Serviços,YAHOO,PEQUENO,13
442,9184785003280841216,2011-02-14,,,Comércio,GMAIL,MEDIO,62
443,1117184216453911295,2011-02-14,79,,Comércio,HOTMAIL,GRANDE,49
444,6091519986999196884,2011-02-14,27,,Comércio,HOTMAIL,MEDIO,29
445,9086764557051796364,2017-08-17,64,,Indústria,GMAIL,,75
446,4714214581184951490,2011-02-14,35,,Serviços,HOTMAIL,MEDIO,37
447,2535803443850893368,2011-02-14,21,,Comércio,OUTLOOK,MEDIO,26
448,7141263195360679278,2000-08-15,(5,,Comércio,AOL,MEDIO,90
449,7986579715832156923,2015-10-26,44,,Comércio,GMAIL,PEQUENO,87
450,2407532237672094312,2015-05-17,67,,Indústria,OUTLOOK,MEDIO,79
451,1533755281771668509,2000-08-15,54,,Indústria,,PEQUENO,42
452,8623308321032624474,2015-07-20,22,,Comércio,GMAIL,GRANDE,28
453,7442192566700924647,2013-04-18,11,,Serviços,YAHOO,MEDIO,86
454,652740132671309295,2015-07-13,55,,Indústria,YAHOO,MEDIO,98
455,7992317448197179816,2018-06-24,,,Serviços,GMAIL,MEDIO,13
456,4079447215339975026,2015-12-08,55,,Indústria,GMAIL,GRANDE,98
457,2369364892942408355,2017-06-25,41,,Comércio,OUTLOOK,MEDIO,73
458,6325701146112164499,2013-09-17,,,Comércio,GMAIL,GRANDE,11
459,7838728548369705327,2013-09-22,,X,,GMAIL,GRANDE,77
460,6204723742351094322,2000-08-15,51,,Serviços,OUTLOOK,GRANDE,95
461,1192810733461560329,2011-02-14,54,,Comércio,GMAIL,MEDIO,95
462,9038299527164672091,2014-03-24,66,,Comércio,YAHOO,MEDIO,78
463,9098842671739010918,2014-01-05,63,,Comércio,,MEDIO,77
464,2532435113844289043,2000-08-15,21,,Serviços,GMAIL,MEDIO,25
465,1741049493106216406,2016-09-05,61,,Comércio,OUTLOOK,MEDIO,72
466,1492506290963489177,2000-08-15,27,,Serviços,HOTMAIL,GRANDE,35
467,8889055492416898333,2011-02-14,27,,Comércio,GMAIL,GRANDE,29
468,7444686668183702737,2018-07-01,43,,Indústria,HOTMAIL,GRANDE,86
469,3027683745465216663,2000-08-15,19,,Comércio,YAHOO,GRANDE,13
470,3281818438120834833,2015-07-13,83,,Serviços,HOTMAIL,MEDIO,58
471,5752688018135006198,2018-03-14,21,,Indústria,GMAIL,GRANDE,23
472,798425422240919854,2000-08-15,37,,Serviços,HOTMAIL,GRANDE,42
473,4995679129936981612,2013-07-22,91,,Comércio,HOTMAIL,GRANDE,68
474,1182975716201409626,2011-02-15,44,,Serviços,YAHOO,GRANDE,87
475,5274777191770957761,2014-11-26,62,,Comércio,OUTLOOK,GRANDE,14
476,5487870288449327165,2015-11-08,91,,Comércio,BOL,MEDIO,68
477,6098833389547425063,2015-07-28,(2,,Comércio,GMAIL,GRANDE,28
478,7848910047105468475,2018-05-09,,,Comércio,GMAIL,GRANDE,18
479,5166128847048245697,2000-08-15,11,,Comércio,HOTMAIL,PEQUENO,58
480,4532469127306079736,2013-10-24,21,,Indústria,YAHOO,GRANDE,23
481,7870373680211625064,2013-12-09,94,,Comércio,OUTLOOK,MEDIO,68
482,3832944730982767714,2014-06-08,24,,Comércio,YAHOO,MEDIO,27
483,5255460548789019114,2015-10-26,51,,Serviços,YAHOO,PEQUENO,96
484,8382418367191468432,2018-01-16,51,,Indústria,YAHOO,MEDIO,95
485,780065359501679358,2014-07-03,91,,Indústria,YAHOO,PEQUENO,68
486,5893903674205161232,2011-02-15,63,,Comércio,OUTLOOK,MEDIO,77
487,2408009918678280470,2004-08-29,93,,Comércio,YAHOO,GRANDE,68
488,524026009392362402,2000-08-15,(1,,Serviços,YAHOO,MEDIO,50
489,5635781225931111684,2014-04-06,14,,Comércio,HOTMAIL,MEDIO,16
490,6681781879793693802,2011-02-14,86,,Indústria,AOL,MEDIO,64
491,8255085612985072878,2013-11-25,11,,Comércio,GMAIL,GRANDE,98
492,717981637594591016,2011-02-14,15,,Serviços,GMAIL,MEDIO,18
493,3195023578711095555,2016-10-25,31,,Serviços,YAHOO,GRANDE,35
494,6349142675790687765,2012-10-31,71,,Serviços,HOTMAIL,PEQUENO,47
495,8548612698724688238,2000-08-15,75,,Serviços,YAHOO,GRANDE,25
496,2020646654269061959,2000-08-15,(9,,Comércio,YAHOO,MEDIO,69
497,8909740532547211288,2011-12-20,92,,Serviços,HOTMAIL,MEDIO,69
498,7330131219998265639,2013-01-16,11,,Indústria,YAHOO,MEDIO,41
499,8196449005061156808,2011-02-14,98,,Serviços,YAHOO,PEQUENO,65
500,8522044805243541048,2018-01-07,21,,Serviços,HOTMAIL,MEDIO,25
501,4704345573576551103,2017-04-24,37,,Indústria,YAHOO,MEDIO,45
502,1266005398529207853,2018-01-29,,,Serviços,HOTMAIL,MEDIO,81
503,7613717984547031729,2011-02-14,24,,Indústria,HOTMAIL,MEDIO,25
504,8779038337925278543,2014-03-02,,,Serviços,HOTMAIL,PEQUENO,98
505,1748142500108801439,2005-02-15,77,,Serviços,HOTMAIL,MEDIO,45
506,2805743565496207618,2016-11-27,22,,Indústria,GMAIL,GRANDE,28
507,3306590223632993094,2011-02-14,19,,Indústria,HOTMAIL,MEDIO,13
508,1088268935649917461,2017-05-17,94,,Serviços,YAHOO,PEQUENO,68
509,2032592272238235730,2009-04-21,,,Indústria,YAHOO,MEDIO,38
510,8083157716178259762,2014-02-02,55,,Indústria,YAHOO,MEDIO,97
511,1610763516326092136,2016-09-27,62,,Serviços,HOTMAIL,MEDIO,75
512,5692263270628375692,2000-08-15,02,,Indústria,YAHOO,MEDIO,89
513,3135499551958202113,2011-02-14,33,,Serviços,YAHOO,GRANDE,35
514,7176848230239877915,2012-03-11,47,,Comércio,HOTMAIL,MEDIO,89
515,8198518259946944874,2013-01-31,61,,Serviços,HOTMAIL,MEDIO,70
516,1156082905751962591,2011-05-16,31,,Serviços,AOL,PEQUENO,31
517,6633838062940819075,2014-03-19,,,Serviços,GMAIL,GRANDE,98
518,2179772649873197365,2000-08-15,31,,Serviços,HOTMAIL,MEDIO,31
519,7686361238195690925,2014-02-02,49,,Serviços,AOL,PEQUENO,89
520,1977574645216036803,2017-02-05,22,,Indústria,YAHOO,MEDIO,28
521,4566920105008626302,2016-09-28,18,,Serviços,HOTMAIL,PEQUENO,19
522,5029701292539093910,2011-10-23,27,,Comércio,YAHOO,GRANDE,29
523,8843432852270832388,2011-02-14,22,,Comércio,YAHOO,MEDIO,28
524,5047610560952554261,2007-05-06,,,Comércio,YAHOO,PEQUENO,88
525,3997247264680905799,2018-06-21,81,,Comércio,YAHOO,MEDIO,55
526,4342146186255136598,2011-02-14,,,Serviços,YAHOO,PEQUENO,96
527,7707459425750676368,2007-09-05,85,,Serviços,YAHOO,MEDIO,60
528,1177363334134147131,2015-02-08,65,X,,YAHOO,GRANDE,78
529,1423952977138155129,2013-11-07,14,,Indústria,YAHOO,PEQUENO,17
530,3258345688897172820,2000-08-15,11,,Comércio,HOTMAIL,PEQUENO,90
531,6368582840625614207,2014-01-13,44,,Serviços,GMAIL,GRANDE,86
532,6581944844073678685,2011-02-14,48,,Comércio,AOL,GRANDE,88
533,9108733472015251498,2017-05-28,51,,Comércio,GMAIL,MEDIO,93
534,4317696664583463091,2018-03-25,65,,Comércio,GMAIL,GRANDE,78
535,1617695035450525647,2005-05-05,53,,Comércio,GMAIL,GRANDE,96
536,5358243820364010940,2014-02-02,51,,Serviços,YAHOO,GRANDE,95
537,6754039979151386401,2001-02-04,77,,Indústria,GMAIL,MEDIO,45
538,4495170040746508204,2017-07-30,,,Comércio,HOTMAIL,MEDIO,23
539,8013668117699219722,2011-02-14,27,,Comércio,YAHOO,GRANDE,29
540,7403979270048469991,2000-08-15,43,,Indústria,OUTLOOK,GRANDE,86
541,2033394215069562776,2000-08-15,27,,Comércio,HOTMAIL,MEDIO,29
542,4769364850030443969,2000-08-15,24,,Indústria,HOTMAIL,MEDIO,27
543,7710364735942975505,2011-02-14,34,,Serviços,,PEQUENO,38
544,3838562409581494430,2009-10-15,18,,Serviços,YAHOO,PEQUENO,19
545,1007951122586612702,2011-02-14,33,,Comércio,BOL,PEQUENO,39
546,943965556104738606,2018-02-19,19,,Comércio,GMAIL,MEDIO,13
547,8854680481766219396,2000-08-15,81,,Indústria,YAHOO,GRANDE,54
548,1507697130807703164,2000-08-15,13,,Serviços,HOTMAIL,GRANDE,11
549,3461222267175472398,2000-08-15,17,,Indústria,GMAIL,MEDIO,15
550,4527499691197377217,2000-08-15,11,,Comércio,YAHOO,MEDIO,41
551,2380458252615213706,2017-07-03,11,,Serviços,YAHOO,MEDIO,12
552,1253437108265925705,2018-05-23,41,,Serviços,GMAIL,PEQUENO,81
553,8895896724713458749,2005-04-27,43,,Serviços,YAHOO,MEDIO,86
554,5538710567548269440,2011-02-14,41,,Serviços,GMAIL,PEQUENO,83
555,8926565682509268383,2017-08-06,62,,Serviços,BOL,MEDIO,74
556,4284129442855564250,2018-01-30,81,,Serviços,YAHOO,PEQUENO,55
557,5931905128207886847,2016-11-22,82,,Comércio,HOTMAIL,GRANDE,43
558,4512887927067894301,2013-11-24,11,,Comércio,GMAIL,,87
559,3915426102465954493,2011-02-14,14,,Indústria,GMAIL,MEDIO,19
560,3605652314611460806,2014-02-02,,,Serviços,HOTMAIL,GRANDE,99
561,369512959135194353,2017-10-08,62,,Serviços,YAHOO,PEQUENO,74
562,687161638293676970,2002-08-19,11,,Serviços,AOL,GRANDE,22
563,7535160686416710323,2018-05-23,63,,Serviços,GMAIL,GRANDE,68
564,7399534253365121062,2003-10-29,,,Comércio,AOL,PEQUENO,90
565,4993499380140734678,2015-11-24,31,,Serviços,GMAIL,PEQUENO,37
566,7398738404146260251,2012-08-16,51,,Comércio,YAHOO,MEDIO,94
567,3970610368027129821,2016-07-04,38,,Comércio,YAHOO,GRANDE,39
568,4130617254899676131,2000-08-15,28,,Serviços,HOTMAIL,GRANDE,22
569,4858887739802767402,2004-08-25,(2,,Comércio,YAHOO,,25
570,8511588642284189303,2018-02-21,61,,Comércio,GMAIL,MEDIO,70
571,7471183491728700531,2000-08-15,11,,Serviços,GMAIL,PEQUENO,56
572,7070921952745705273,2018-05-10,,,Serviços,GMAIL,MEDIO,60
573,7719481195372677540,2011-02-14,16,,Indústria,YAHOO,MEDIO,15
574,5918810537171565818,2011-02-14,61,,Serviços,YAHOO,MEDIO,73
575,8252215766413781202,2011-02-14,53,,Comércio,YAHOO,MEDIO,96
576,8437257970907722008,2000-08-15,00,,Indústria,HOTMAIL,GRANDE,39
577,1002362614649347438,2015-01-11,62,,Comércio,OUTLOOK,MEDIO,74
578,1071717046795982412,2018-02-04,41,,Indústria,GMAIL,GRANDE,13
579,5726884001073147293,2011-01-12,,,Comércio,YAHOO,GRANDE,48
580,4023893292051953692,2014-01-22,85,,Indústria,GMAIL,MEDIO,61
581,5974858472822751652,2000-08-15,19,,Indústria,GMAIL,PEQUENO,13
582,5271966906483787417,2016-06-29,51,,Serviços,YAHOO,GRANDE,13
583,1696462947583294958,2000-08-15,21,,Serviços,BOL,PEQUENO,21
584,411246418132008456,2016-12-01,19,,Comércio,OUTLOOK,PEQUENO,13
585,1708019696828098378,2016-01-21,,,Serviços,HOTMAIL,GRANDE,64
586,8662805825682258354,2018-08-24,34,,Comércio,YAHOO,GRANDE,38
587,5528372913947954503,2008-04-17,91,,Serviços,HOTMAIL,PEQUENO,67
588,8733525963966339207,2012-10-01,75,,Indústria,GMAIL,MEDIO,44
589,2808145376905474927,2011-02-14,86,,Serviços,YAHOO,,64
590,6186737197674630993,2011-07-20,88,,Serviços,HOTMAIL,GRANDE,62
591,6164364689409425900,2014-05-04,54,,Indústria,GMAIL,MEDIO,99
592,1579681122696922043,2000-08-15,28,,Comércio,HOTMAIL,MEDIO,29
593,3281617395243454427,2017-01-19,11,,Comércio,YAHOO,GRANDE,27
594,6457349126437565385,2017-07-23,45,,Serviços,YAHOO,MEDIO,85
595,6338963608593807081,2014-04-13,,,Serviços,GMAIL,GRANDE,13
596,4228782541013845761,2015-04-05,11,,Indústria,GMAIL,MEDIO,13
597,1414132620714431952,2017-05-29,11,,Serviços,GMAIL,GRANDE,69
598,5091704914816802802,2014-08-17,77,,Comércio,GMAIL,GRANDE,47
599,1718188804678631487,2015-12-20,28,,Serviços,AOL,PEQUENO,29
600,1310335287370721834,2015-11-05,65,,Serviços,GMAIL,GRANDE,78
601,3279417303675586812,2014-09-10,34,X,,HOTMAIL,PEQUENO,79
602,2762573180349093009,2005-04-12,,,Indústria,GMAIL,MEDIO,75
603,1334091158016312155,2013-07-14,44,,Serviços,HOTMAIL,GRANDE,87
604,1997130697107291654,2014-06-11,,,Comércio,HOTMAIL,,68
605,7462607259426026440,2011-02-14,55,,Comércio,GMAIL,MEDIO,98
606,8764962131207592182,2015-02-19,,X,,HOTMAIL,MEDIO,78
607,7009617206603058827,2013-09-16,41,,Serviços,HOTMAIL,GRANDE,78
608,3571198145319411787,2009-10-15,18,,Comércio,HOTMAIL,MEDIO,19
609,4224328186225861313,2011-02-14,21,,Comércio,YAHOO,GRANDE,24
610,2322847438374159400,2016-02-22,15,,Comércio,BOL,PEQUENO,13
611,710593997981520423,2016-05-04,85,,Comércio,GMAIL,PEQUENO,60
612,7743291297670529504,2009-07-08,27,,Comércio,GMAIL,PEQUENO,29
613,5958664040344043635,2014-08-25,49,,Serviços,YAHOO,GRANDE,89
614,6658545687004133787,2017-10-16,85,,Serviços,GMAIL,MEDIO,60
615,7776069961364493674,2000-08-15,,,Serviços,GMAIL,GRANDE,58
616,8239483634534704082,2014-08-14,61,X,,HOTMAIL,GRANDE,73
617,8194803952487492960,2000-08-15,69,,Comércio,HOTMAIL,MEDIO,78
618,665854826624598350,2000-08-15,14,,Serviços,GMAIL,MEDIO,19
619,1477629972594346481,2000-08-15,69,,Comércio,YAHOO,MEDIO,76
620,3931892303497206092,2011-08-17,69,,Comércio,AOL,GRANDE,76
621,4355447622071493835,2006-09-20,,,Serviços,GMAIL,GRANDE,23
622,8895160610329228780,2015-10-28,,,Comércio,YAHOO,GRANDE,21
623,226405871752897670,2012-08-26,54,,Serviços,HOTMAIL,,99
624,7189116056401183589,2007-06-17,(1,,Serviços,YAHOO,MEDIO,53
625,3384356870037163810,2012-01-22,19,,Serviços,AOL,MEDIO,13
626,407849532812377755,2018-07-04,,,Serviços,YAHOO,MEDIO,57
627,3738709098002486952,2011-01-30,21,,Serviços,HOTMAIL,GRANDE,22
628,7076661330300123587,2012-03-11,49,,Serviços,AOL,MEDIO,89
629,2208316821038817776,2015-12-13,31,,Comércio,HOTMAIL,,36
630,6360697608774060650,2017-04-10,,,Serviços,HOTMAIL,MEDIO,88
631,6327126166744640429,2013-06-16,11,,Serviços,YAHOO,MEDIO,48
632,1396078312562623766,2017-07-23,,,Serviços,HOTMAIL,MEDIO,53
633,3538481420098344176,2015-12-03,11,,Serviços,GMAIL,GRANDE,71
634,2973474340148068982,2007-07-25,11,,Indústria,AOL,MEDIO,65
635,8084468342180142818,2013-06-10,,,Serviços,GMAIL,PEQUENO,80
636,8090979772607373437,2000-08-15,,,Indústria,OUTLOOK,GRANDE,25
637,6802042794837915720,2016-03-03,66,,Comércio,GMAIL,MEDIO,75
638,8510653215962746781,2000-08-15,11,,Serviços,GMAIL,GRANDE,95
639,7742577779352014568,2011-11-17,92,,Serviços,HOTMAIL,MEDIO,69
640,351358693430833867,2011-10-02,11,,Serviços,YAHOO,MEDIO,14
641,5058298901476893676,2014-03-30,54,,Serviços,GMAIL,MEDIO,99
642,3449916817695565675,2006-04-19,11,,Comércio,YAHOO,MEDIO,13
643,8967780934636007142,2015-09-20,,,Comércio,HOTMAIL,MEDIO,78
644,3629889536335411116,2015-08-31,18,,Comércio,GMAIL,MEDIO,19
645,4863405965754103821,2018-07-31,85,,Serviços,GMAIL,PEQUENO,61
646,3631603567749349715,2018-01-14,,,Comércio,YAHOO,GRANDE,95
647,1711114950158155307,2018-01-09,21,,Serviços,GMAIL,GRANDE,21
648,4442205629227031623,2013-03-17,75,,Comércio,YAHOO,MEDIO,44
649,1097345589386012260,2018-08-22,,,Comércio,YAHOO,MEDIO,11
650,3690886209682028027,2018-10-28,,,Serviços,GMAIL,GRANDE,99
651,2852602164375541688,2018-01-25,54,,Comércio,HOTMAIL,GRANDE,95
652,4365965554261111250,2018-03-06,11,,Comércio,YAHOO,MEDIO,77
653,2379038595596744457,2015-12-29,,,Comércio,OUTLOOK,GRANDE,30
654,744649452655516193,2007-04-18,,,Comércio,GMAIL,MEDIO,71
655,5517114603826429870,2017-07-11,44,,Indústria,GMAIL,GRANDE,87
656,1110185420292414796,2016-01-05,99,,Serviços,,GRANDE,65
657,2233850024349336054,2008-06-09,(1,,Serviços,GMAIL,MEDIO,29
658,6089029916190588614,2018-09-26,86,,Serviços,GMAIL,GRANDE,64
659,2218664010734431754,2018-04-17,(8,,Indústria,YAHOO,,58
660,5758033363847724111,2018-10-25,42,,Indústria,HOTMAIL,MEDIO,84
661,7974433795310408854,2016-01-19,31,,Serviços,GMAIL,MEDIO,32
662,460993244124061972,2012-09-30,67,,Comércio,HOTMAIL,GRANDE,79
663,2598475569074240783,2012-03-11,49,,Comércio,HOTMAIL,GRANDE,88
664,8536031856585966123,2017-08-06,35,,Comércio,YAHOO,MEDIO,37
665,2771214050521171719,2018-06-04,11,,Serviços,GMAIL,MEDIO,93
666,8244965109768845797,2012-07-01,49,,Comércio,GMAIL,MEDIO,89
667,7913893451349440000,2011-02-15,91,,Indústria,HOTMAIL,MEDIO,68
668,7646606457278894341,2014-07-29,44,,Indústria,GMAIL,PEQUENO,87
669,6085815944092871635,2018-06-13,11,,Serviços,YAHOO,GRANDE,75
670,8107542605807471599,2017-10-05,21,,Serviços,YAHOO,MEDIO,26
671,7501763663852779083,2009-12-07,11,,Indústria,HOTMAIL,PEQUENO,64
672,3592461881055047578,2018-06-24,,,Indústria,HOTMAIL,GRANDE,13
673,7596151387242724588,2018-06-24,38,X,,GMAIL,MEDIO,73
674,4591193860232697465,2015-10-06,,,Comércio,YAHOO,MEDIO,29
675,5091815447165974815,2007-01-16,11,,Serviços,AOL,PEQUENO,72
676,3555655653190753786,2017-08-21,,X,,HOTMAIL,PEQUENO,47
677,5795100045494475994,2015-09-07,31,,Comércio,HOTMAIL,GRANDE,36
678,7986658810701126728,2015-05-11,65,,Serviços,HOTMAIL,PEQUENO,78
679,4195747290630173499,2016-09-28,,X,,GMAIL,PEQUENO,29
680,5875663709136533612,2018-08-05,44,,Serviços,OUTLOOK,GRANDE,87
681,4956614249204803652,2017-06-20,82,,Serviços,YAHOO,MEDIO,57
682,6815351437572393426,2011-02-23,34,,Serviços,,MEDIO,38
683,8012016968380185372,2016-06-16,,X,,GMAIL,PEQUENO,78
684,7626832470282570499,2011-02-14,27,,Serviços,HOTMAIL,GRANDE,29
685,9161263096062288704,2000-08-15,11,,Serviços,YAHOO,MEDIO,98
686,1119752495905732753,2014-03-11,62,,Indústria,YAHOO,MEDIO,74
687,3647763328551943822,2011-11-10,11,,Serviços,GMAIL,GRANDE,52
688,3153106946088212605,2016-11-20,64,X,,OUTLOOK,PEQUENO,78
689,8991419601067014006,2006-09-14,17,,Comércio,YAHOO,GRANDE,15
690,6878219806053740921,2018-03-07,49,,Serviços,HOTMAIL,PEQUENO,89
691,209314261782935157,2015-01-25,37,,Serviços,GMAIL,GRANDE,35
692,1891145854263312840,2004-06-23,49,,Serviços,GMAIL,PEQUENO,89
693,2903869860445366876,2018-11-05,,,Comércio,YAHOO,MEDIO,85
694,1054275403532840653,2008-08-11,17,,Indústria,YAHOO,PEQUENO,15
695,8500889177765218320,2016-03-03,81,,Indústria,HOTMAIL,MEDIO,54
696,5735794880899687600,2006-06-06,41,,Comércio,GMAIL,MEDIO,83
697,18719614953021044,2014-11-16,11,,Comércio,OUTLOOK,GRANDE,47
698,7405858498198031046,2011-11-07,64,,Indústria,YAHOO,PEQUENO,52
699,7229721428946324455,2015-05-05,44,,Serviços,YAHOO,GRANDE,87
700,492136427845699874,2003-10-12,51,,Serviços,YAHOO,,96
701,6213213514675778388,2017-10-30,33,,Comércio,HOTMAIL,PEQUENO,36
702,4508520363171713861,2011-02-14,31,,Serviços,OUTLOOK,PEQUENO,30
703,621182491555347581,2018-11-29,35,,Indústria,GMAIL,PEQUENO,37
704,8924045760456827557,2002-06-11,31,,Comércio,YAHOO,GRANDE,31
705,5767156338992526776,2018-05-02,43,,Serviços,HOTMAIL,GRANDE,86
706,7971169314678400658,2011-02-14,54,,Indústria,AOL,MEDIO,98
707,5305666299348331173,2016-12-12,42,X,,HOTMAIL,MEDIO,84
