,ID_CLIENTE,SAFRA_REF,RENDA_MES_ANTERIOR,NO_FUNCIONARIOS
425337,1078687383992817574,2019-09,441110.0,130.0
93810,511305041047444825,2019-09,394317.0,78.0
18586,3204108603682323936,2019-09,1106206.0,89.0
140378,459290606780222306,2019-09,78011.0,93.0
542878,7367321179169390502,2019-09,118130.0,102.0
143243,8784237149961904,2019-09,260881.0,103.0
302403,5611787644735474299,2019-09,77689.0,125.0
119920,1000372849175668062,2019-09,688122.0,104.0
281836,1661240395903230676,2019-09,91934.0,94.0
505161,5897410907783139228,2019-09,29111.0,122.0
402877,5999145415800242177,2019-09,38792.0,109.0
223563,2397171153213063761,2019-09,215894.0,90.0
234860,2022367282554149730,2019-09,119059.0,94.0
226396,2735662700719640627,2019-09,84384.0,101.0
304501,6089029916190588614,2019-09,87809.0,120.0
56732,7541360189313243820,2019-09,343150.0,88.0
346189,5341957521413340599,2019-09,171969.0,106.0
4076,7085295800541340563,2019-09,350225.0,101.0
186486,4679462479444735708,2019-09,18975.0,128.0
220728,8512214463586144353,2019-09,101359.0,100.0
226462,8729164666041467296,2019-09,437713.0,122.0
232007,1104269683367198574,2019-09,952040.0,123.0
79009,1343530446996409207,2019-09,423763.0,102.0
444682,3137879241768961145,2019-09,262091.0,127.0
226399,6198047969028248384,2019-09,831227.0,132.0
117020,6217788509719675691,2019-09,265754.0,140.0
358241,4210463673385510745,2019-09,144206.0,95.0
223560,5462970244186515758,2019-09,69847.0,122.0
518524,5856610998569876318,2019-09,442053.0,150.0
366544,6916556752218696485,2019-09,609713.0,131.0
50819,39547025441582855,2019-09,392219.0,101.0
134621,5078307295214858596,2019-09,387185.0,122.0
147940,7686361238195690925,2019-09,278289.0,123.0
18587,8535586342375301953,2019-09,129998.0,107.0
24581,2347028805684088098,2019-09,133656.0,116.0
281835,692350198401528327,2019-09,132374.0,95.0
477604,2214132103234633622,2019-09,101465.0,69.0
533964,5860276371789140450,2019-09,1040780.0,105.0
265636,170089315547146305,2019-09,48881.0,89.0
134659,5511113649464808344,2019-09,215531.0,105.0
240416,4724876423989598202,2019-09,261234.0,127.0
466637,2033394215069562776,2019-09,229365.0,104.0
81944,6532139198609901627,2019-09,127183.0,119.0
98442,4327694790333781288,2019-09,697464.0,130.0
488442,2634859679238614382,2019-09,631507.0,124.0
532000,8901696535927078963,2019-09,417271.0,134.0
127620,7949169060790541229,2019-09,65921.0,114.0
474889,1118514612547157551,2019-09,13845.0,96.0
265638,3698481516392183789,2019-09,580774.0,127.0
142206,8874257794774679816,2019-09,146370.0,147.0
206499,2083323809219952960,2019-09,701354.0,103.0
42156,2092588065958607289,2019-09,312701.0,133.0
380474,652740132671309295,2019-09,439643.0,92.0
1232,2346482557594782345,2019-09,517889.0,127.0
493886,3713742318997880410,2019-09,265802.0,109.0
234014,465309249432033993,2019-09,145847.0,105.0
111140,1192891347324061812,2019-09,129415.0,93.0
534766,5864443060004179363,2019-09,251339.0,92.0
180793,1054275403532840653,2019-09,612424.0,89.0
526596,8623308321032624474,2019-09,600498.0,92.0
329589,2943087245123311166,2019-09,372193.0,92.0
220810,8198518259946944874,2019-09,258.0,147.0
169250,180672270337706285,2019-09,263973.0,96.0
330451,2619109825960703851,2019-09,372373.0,114.0
488443,8897340779547593728,2019-09,358401.0,145.0
365699,7930644815080409701,2019-09,235042.0,99.0
96671,1778014915038250584,2019-09,356447.0,105.0
130752,2819054834565698513,2019-09,179736.0,128.0
166195,984915269987074754,2019-09,460149.0,135.0
336057,8255085612985072878,2019-09,581372.0,122.0
214196,7503582542949284252,2019-09,53584.0,118.0
169239,8313765100460016738,2019-09,266819.0,95.0
394344,2088532321693492263,2019-09,462787.0,99.0
405728,8511588642284189303,2019-09,165269.0,112.0
102374,8350724667410677464,2019-09,78251.0,110.0
502316,8080988579391900405,2019-09,331968.0,120.0
549889,2554972344348383830,2019-09,566156.0,115.0
279058,7908414709866823255,2019-09,51662.0,125.0
410274,4817816966382229074,2019-09,223241.0,129.0
20728,8646472172649019955,2019-09,27620.0,130.0
110075,5692263270628375692,2019-09,273044.0,121.0
143261,2530707686830644666,2019-09,139194.0,120.0
87889,7722287846688771887,2019-09,163126.0,146.0
128694,121658372387044248,2019-09,76887.0,98.0
231174,510795635145114083,2019-09,331282.0,89.0
534773,6242636379248496392,2019-09,199611.0,123.0
422490,410843023337872279,2019-09,204315.0,97.0
526594,7751080728852739823,2019-09,407462.0,127.0
540100,1115703227712697214,2019-09,157057.0,92.0
45142,662944582644865942,2019-09,153620.0,129.0
377704,6238903426443761049,2019-09,270341.0,111.0
62534,1637960623843047520,2019-09,56390.0,97.0
499491,5082813456193598086,2019-09,212250.0,117.0
474858,8559143756893267192,2019-09,531518.0,138.0
24582,2201150681962815877,2019-09,334854.0,108.0
315427,8748106677402909629,2019-09,244285.0,124.0
288449,2658946240987854807,2019-09,135127.0,129.0
8958,1088268935649917461,2019-09,367869.0,124.0
186489,3045840317107313913,2019-09,49211.0,85.0
1233,7671566034617837932,2019-09,166135.0,120.0
6955,2302464746243069589,2019-09,684858.0,109.0
466640,2771214050521171719,2019-09,358086.0,87.0
50824,2687720147676132707,2019-09,240782.0,112.0
380479,8596605705893456305,2019-09,129850.0,121.0
27555,968199235777440720,2019-09,246821.0,123.0
160469,2761181567313020223,2019-09,343818.0,82.0
64374,5176940320835464459,2019-09,133407.0,117.0
436257,7810985951121711480,2019-09,165496.0,100.0
496577,4919908458022265747,2019-09,456675.0,118.0
245276,8196449005061156808,2019-09,98233.0,104.0
517489,4831939798545673038,2019-09,33400.0,138.0
1241,6330043096034525408,2019-09,209810.0,88.0
564381,5988277776808227480,2019-09,453951.0,136.0
374907,5635781225931111684,2019-09,794923.0,106.0
271470,257162352336759783,2019-09,231786.0,116.0
277099,5166128847048245697,2019-09,233811.0,119.0
185401,9156666134024889730,2019-09,61436.0,113.0
540097,5371387005775513675,2019-09,220398.0,116.0
131640,1308019675417057675,2019-09,129694.0,103.0
324831,1551531256789550891,2019-09,319398.0,114.0
313692,6276792736652545216,2019-09,42061.0,116.0
534769,86110062990790869,2019-09,175570.0,107.0
104143,4956614249204803652,2019-09,27543.0,103.0
318549,5726178124659661019,2019-09,258193.0,114.0
308047,4508520363171713861,2019-09,449297.0,89.0
219739,8716163053080758848,2019-09,1120919.0,112.0
333205,8843432852270832388,2019-09,230126.0,111.0
223569,4566920105008626302,2019-09,76411.0,85.0
545569,4614484019183480654,2019-09,322482.0,109.0
347147,8609938720215175911,2019-09,248325.0,115.0
134612,7451017400765373278,2019-09,363911.0,101.0
542867,6012031176108922616,2019-09,234743.0,84.0
157569,5883155883105348987,2019-09,109705.0,133.0
111147,6031976689490342098,2019-09,209161.0,127.0
397235,1977574645216036803,2019-09,199352.0,108.0
62505,324916756972236008,2019-09,158998.0,103.0
12706,5287265869592025756,2019-09,210168.0,127.0
239603,6547707428090179960,2019-09,355437.0,116.0
397245,2535803443850893368,2019-09,33145.0,120.0
411264,312543480920432545,2019-09,118297.0,87.0
553624,7719481195372677540,2019-09,614626.0,117.0
146077,5432443358006556295,2019-09,222699.0,110.0
501217,1292049196559782171,2019-09,740393.0,116.0
285553,8480109508191086169,2019-09,622902.0,115.0
42173,3832944730982767714,2019-09,393608.0,126.0
62500,6582676833651678345,2019-09,286996.0,129.0
90887,837142477962609471,2019-09,567174.0,111.0
1234,903093877129717133,2019-09,506394.0,105.0
513136,5522764880180045081,2019-09,557807.0,96.0
119916,6284433051333854194,2019-09,167633.0,104.0
512311,7246466789138290692,2019-09,66000.0,135.0
62499,4527499691197377217,2019-09,277473.0,130.0
559056,4631736838128525597,2019-09,98494.0,119.0
539279,2006188298374001315,2019-09,310506.0,94.0
203572,665854826624598350,2019-09,232978.0,124.0
137467,4537982850248578883,2019-09,544181.0,134.0
265657,2678966409665050034,2019-09,368752.0,117.0
537490,7031913170099381454,2019-09,184701.0,98.0
310964,2455576782104041698,2019-09,253188.0,116.0
257108,4769364850030443969,2019-09,215133.0,123.0
183720,5854364934896993687,2019-09,167694.0,156.0
33479,4489904752023469353,2019-09,254723.0,119.0
386055,7664272163315705419,2019-09,330784.0,104.0
117017,7403979270048469991,2019-09,216477.0,133.0
234012,1708019696828098378,2019-09,139831.0,138.0
171057,3480297543931395935,2019-09,465413.0,120.0
312684,2003221759676247813,2019-09,152202.0,100.0
56704,6662531979151878793,2019-09,313739.0,140.0
400038,6521201759558790083,2019-09,109999.0,115.0
419629,8041261093764417881,2019-09,206912.0,102.0
192136,4495170040746508204,2019-09,337150.0,89.0
125700,7920896580423665241,2019-09,304917.0,113.0
108207,4465150716052427320,2019-09,12005.0,86.0
33444,7779268298304613772,2019-09,298343.0,124.0
507877,5058298901476893676,2019-09,215046.0,134.0
346050,4023893292051953692,2019-09,498808.0,110.0
428005,2382123267535341265,2019-09,600171.0,91.0
174903,3632378524835692731,2019-09,201302.0,114.0
305284,8576047157867370630,2019-09,206689.0,117.0
234866,1069093308328204542,2019-09,330274.0,91.0
414084,3095408468798675621,2019-09,227065.0,134.0
460509,1953058402621337677,2019-09,255217.0,102.0
416831,6368582840625614207,2019-09,626522.0,114.0
125691,5255460548789019114,2019-09,87309.0,108.0
105267,7398738404146260251,2019-09,62347.0,101.0
305275,7268895973869107930,2019-09,209613.0,142.0
59624,6091519986999196884,2019-09,176020.0,148.0
277096,5753677550753111444,2019-09,444053.0,101.0
177853,7215093571368368138,2019-09,541032.0,109.0
518500,7330131219998265639,2019-09,528256.0,116.0
260051,499242942549937267,2019-09,76712.0,128.0
189306,7910340581026492945,2019-09,242723.0,108.0
394350,792560389712312178,2019-09,304362.0,107.0
231001,4820852183212661131,2019-09,201697.0,82.0
291189,66220087398241662,2019-09,304406.0,95.0
254365,6098833389547425063,2019-09,142107.0,122.0
344456,314309872114206760,2019-09,433029.0,88.0
81952,5810778736737569699,2019-09,78978.0,150.0
510449,8348574220426911086,2019-09,146687.0,111.0
290073,3382624494518753363,2019-09,89674.0,110.0
469511,6754039979151386401,2019-09,435577.0,119.0
324828,6020593949794792044,2019-09,837292.0,124.0
458552,7590999900861381526,2019-09,125472.0,127.0
277165,4043546053926060305,2019-09,27762.0,90.0
29613,5888474320320735000,2019-09,143308.0,92.0
105269,4785355632922927313,2019-09,363399.0,117.0
282662,959720947754650706,2019-09,320023.0,116.0
209270,3997247264680905799,2019-09,149111.0,134.0
12709,2032592272238235730,2019-09,85087.0,89.0
117019,8292458529987016717,2019-09,77342.0,137.0
491165,4740535838297269949,2019-09,326275.0,139.0
143270,1097345589386012260,2019-09,444161.0,101.0
358261,7485107528960607346,2019-09,247009.0,116.0
480292,8083157716178259762,2019-09,266334.0,121.0
550888,1423952977138155129,2019-09,129469.0,110.0
160467,4795152981525833467,2019-09,413916.0,124.0
349931,3263212305228307743,2019-09,159489.0,84.0
556316,4524147234488547993,2019-09,208976.0,118.0
21600,1235244772550233980,2019-09,106309.0,98.0
523902,4556737702757145073,2019-09,212461.0,108.0
397240,7750874287225529604,2019-09,633465.0,115.0
344463,6632750819478927641,2019-09,319839.0,128.0
319390,5042877476420217533,2019-09,468903.0,107.0
441805,5067621068959932809,2019-09,140140.0,132.0
33451,5434353421615275749,2019-09,211315.0,110.0
441795,8503092146854371576,2019-09,91684.0,109.0
149015,3386019519917828299,2019-09,465294.0,126.0
202764,8909740532547211288,2019-09,148931.0,109.0
50859,6817075905797098547,2019-09,271983.0,141.0
80915,5880041582322293710,2019-09,144268.0,90.0
154741,3093415403379897112,2019-09,129265.0,105.0
47158,7787306805605072964,2019-09,787182.0,117.0
443818,7108899417216809461,2019-09,138712.0,116.0
35376,4334472256949955221,2019-09,598258.0,110.0
338856,8015571584405428572,2019-09,293693.0,106.0
299615,2859982583195166819,2019-09,178344.0,144.0
65511,8609211777002937758,2019-09,232282.0,124.0
388839,1777508458351542706,2019-09,261299.0,116.0
567032,6643358471662528195,2019-09,258261.0,118.0
56721,3631603567749349715,2019-09,98762.0,113.0
217903,1958660709350677213,2019-09,398740.0,108.0
327692,2371917341091102894,2019-09,848791.0,92.0
358255,5303720405946805990,2019-09,455064.0,102.0
39336,7720744580848517371,2019-09,623007.0,117.0
217902,6545052034269841737,2019-09,577126.0,105.0
160492,2768068015169423097,2019-09,701262.0,114.0
265645,295375823203017296,2019-09,395545.0,95.0
450205,1129657311668961746,2019-09,344935.0,115.0
558084,4104959289203999917,2019-09,149776.0,130.0
251622,8548612698724688238,2019-09,190362.0,142.0
532011,8529899700094903171,2019-09,483107.0,125.0
153863,2408009918678280470,2019-09,552236.0,112.0
53751,5758033363847724111,2019-09,344195.0,98.0
338910,8343941262792249232,2019-09,491793.0,112.0
203580,8245393384938410770,2019-09,456979.0,120.0
226404,1543875954928694094,2019-09,50247.0,137.0
236485,2020646654269061959,2019-09,53202.0,109.0
265648,5440313607363845188,2019-09,257445.0,106.0
192110,1613152204777372951,2019-09,668949.0,101.0
302409,1357573192598249600,2019-09,114589.0,109.0
84973,1182975716201409626,2019-09,995036.0,102.0
422543,8684964138237894839,2019-09,227288.0,143.0
333201,2903869860445366876,2019-09,307422.0,139.0
455800,5481711897502154955,2019-09,201008.0,115.0
502332,2677901391425651891,2019-09,53338.0,112.0
374915,3668905663669864663,2019-09,279420.0,144.0
405756,3634047863995720708,2019-09,232554.0,117.0
192112,8926565682509268383,2019-09,718901.0,133.0
324834,5752688018135006198,2019-09,489129.0,115.0
313695,3807130563335796378,2019-09,166104.0,110.0
496588,9089528044547831569,2019-09,525307.0,127.0
458560,1253437108265925705,2019-09,1032230.0,101.0
209282,4532469127306079736,2019-09,222988.0,106.0
154732,9052787288251876909,2019-09,330777.0,137.0
168338,8374461419511631785,2019-09,124644.0,112.0
194134,8662923640484889291,2019-09,544466.0,134.0
96685,3095686599956852697,2019-09,402754.0,156.0
128704,4588313530969303734,2019-09,136236.0,107.0
414099,4430825904532764237,2019-09,416913.0,106.0
310050,7970976988071755401,2019-09,41559.0,131.0
319392,7637066986811047950,2019-09,125473.0,118.0
518510,4791195031160012361,2019-09,414662.0,83.0
186510,7347715771145302549,2019-09,656907.0,113.0
341630,8889055492416898333,2019-09,284600.0,133.0
48089,2860472732401119424,2019-09,169593.0,89.0
322135,4202876623878743806,2019-09,269620.0,125.0
149018,8724731934863284019,2019-09,322103.0,123.0
237619,4993499380140734678,2019-09,244790.0,134.0
160470,5602023133976834072,2019-09,61190.0,94.0
288485,2900002014851776114,2019-09,338884.0,77.0
394353,7436628409157313756,2019-09,258949.0,120.0
257134,968400235888951633,2019-09,237934.0,117.0
515843,274692171162531764,2019-09,441569.0,93.0
344431,3022528659032597047,2019-09,540084.0,108.0
105288,8570963260597299378,2019-09,1159109.0,139.0
433562,4749976982519957792,2019-09,469103.0,158.0
327688,8828303152301461681,2019-09,332938.0,92.0
260038,1210783884008131648,2019-09,11530.0,96.0
523047,1997130697107291654,2019-09,200080.0,110.0
251656,4537268360654655629,2019-09,247075.0,122.0
507885,5369576709077493659,2019-09,321455.0,141.0
56738,3027683745465216663,2019-09,297373.0,106.0
391509,7770458886439606839,2019-09,107638.0,148.0
98737,5577659616907513811,2019-09,66571.0,121.0
313709,2773493808492482979,2019-09,752035.0,135.0
206488,5301988619224057921,2019-09,307623.0,110.0
30479,1683619849073499603,2019-09,401878.0,131.0
165124,1088521227159442264,2019-09,79572.0,98.0
363749,7142043104834932013,2019-09,19911.0,80.0
567050,7070921952745705273,2019-09,389963.0,110.0
220756,192916471960784723,2019-09,32103.0,112.0
513141,1463054873047394970,2019-09,382796.0,117.0
305313,7229721428946324455,2019-09,473287.0,115.0
461359,4675067298171588603,2019-09,157151.0,124.0
453021,6337915293429442229,2019-09,225132.0,116.0
1249,1052398277967427422,2019-09,75072.0,114.0
369295,3915426102465954493,2019-09,500916.0,112.0
109930,7289435138601868544,2019-09,113354.0,116.0
90880,2951563549197799278,2019-09,118998.0,142.0
559034,7895753719321668294,2019-09,208474.0,131.0
226443,3279417303675586812,2019-09,22434.0,0.0
151860,6926309382371178621,2019-09,320646.0,112.0
469515,5358243820364010940,2019-09,284922.0,93.0
540106,621182491555347581,2019-09,312741.0,106.0
529301,6186737197674630993,2019-09,231479.0,140.0
380514,6802042794837915720,2019-09,51241.0,113.0
333215,7992317448197179816,2019-09,439462.0,130.0
360933,5225029212547588718,2019-09,470854.0,107.0
315511,1003144834589372198,2019-09,373914.0,108.0
550899,7710364735942975505,2019-09,332200.0,122.0
374931,2778852475840838977,2019-09,442537.0,150.0
358257,7444686668183702737,2019-09,152672.0,126.0
372106,1002362614649347438,2019-09,808170.0,94.0
52836,5503391736465275980,2019-09,236159.0,122.0
537491,8961924617442201922,2019-09,106763.0,107.0
288474,5048392903148444335,2019-09,271011.0,103.0
308123,5794903898038236832,2019-09,140378.0,128.0
119937,5136739522477907100,2019-09,484720.0,108.0
46985,963687627963462983,2019-09,108333.0,139.0
4095,6927178425683104769,2019-09,669815.0,132.0
537503,8400764778654490278,2019-09,620420.0,128.0
330498,2012477868296377155,2019-09,146250.0,114.0
496598,2532435113844289043,2019-09,292330.0,96.0
337836,7105441534376526569,2019-09,410835.0,106.0
214028,3591324331706630867,2019-09,562025.0,102.0
551163,649279100559994713,2019-09,1130.0,124.0
36450,761746217261797478,2019-09,50866.0,120.0
515828,226405871752897670,2019-09,260291.0,110.0
130754,3156852928909455203,2019-09,205559.0,119.0
316554,2805743565496207618,2019-09,211777.0,120.0
474877,8195468623809753777,2019-09,304241.0,139.0
330475,2684293212741157926,2019-09,69937.0,106.0
250791,3931892303497206092,2019-09,252356.0,111.0
349947,7457803471605010846,2019-09,443800.0,99.0
42176,5503073374822479037,2019-09,349340.0,109.0
438967,4071158585850879204,2019-09,244162.0,114.0
220799,2606594191222500726,2019-09,909981.0,95.0
102413,6547872039250784411,2019-09,576826.0,109.0
310992,1698828605814171242,2019-09,455709.0,108.0
313717,1553628056929342565,2019-09,545464.0,117.0
447462,7182085930008391174,2019-09,160236.0,105.0
561690,3538481420098344176,2019-09,60185.0,102.0
6996,8274986328479596038,2019-09,281008.0,149.0
422528,6950439982480713649,2019-09,260218.0,124.0
418659,2119292203323657032,2019-09,312644.0,84.0
299653,3724562776372632620,2019-09,118622.0,109.0
56719,5477900120643078645,2019-09,213796.0,108.0
180787,4530631557358349711,2019-09,214452.0,106.0
267514,5799279645678609726,2019-09,394502.0,145.0
21716,8939476669690489534,2019-09,381537.0,153.0
163322,8779038337925278543,2019-09,61893.0,126.0
206497,6134696632487351445,2019-09,165309.0,117.0
203582,7696655736121386405,2019-09,139856.0,124.0
316562,3281617395243454427,2019-09,174525.0,107.0
380503,3382609338395832683,2019-09,528818.0,122.0
53770,5591489215787777256,2019-09,12496.0,139.0
117036,3118683330911759410,2019-09,36853.0,97.0
485812,6832005298160297810,2019-09,214536.0,97.0
189328,4661684997487171886,2019-09,94613.0,146.0
271489,3660744270380078352,2019-09,581494.0,98.0
376740,6969348581033924947,2019-09,320346.0,132.0
358353,4365965554261111250,2019-09,95132.0,95.0
560870,7535160686416710323,2019-09,488390.0,93.0
186549,6594970822995540982,2019-09,188474.0,136.0
145433,744649452655516193,2019-09,323494.0,115.0
425315,2407532237672094312,2019-09,240482.0,93.0
302511,8123515208041701633,2019-09,160690.0,82.0
189330,107343823625119033,2019-09,74971.0,82.0
202770,5791518044186095039,2019-09,89471.0,111.0
159545,3275327267689584006,2019-09,69750.0,116.0
254406,1368430815953333691,2019-09,92032.0,102.0
299671,4935929591787890253,2019-09,102006.0,135.0
485807,1430896989654626045,2019-09,257956.0,122.0
71870,8332840690177201182,2019-09,730117.0,93.0
197918,4569866309119931805,2019-09,163403.0,121.0
330518,7613717984547031729,2019-09,579111.0,118.0
172058,3161361581909316305,2019-09,61841.0,96.0
505180,49632905576538927,2019-09,364151.0,118.0
505237,8248484932270772248,2019-09,207037.0,117.0
65535,3218226066162129945,2019-09,271781.0,102.0
422519,7707459425750676368,2019-09,255438.0,135.0
318562,2808145376905474927,2019-09,55723.0,118.0
542913,5465001651966355821,2019-09,964193.0,98.0
537505,2508429106201166689,2019-09,313036.0,96.0
134671,4512887927067894301,2019-09,673047.0,125.0
53773,6204723742351094322,2019-09,406292.0,83.0
466834,9184785003280841216,2019-09,26226.0,100.0
232066,9086764557051796364,2019-09,147148.0,127.0
279937,3333870869270823799,2019-09,398686.0,127.0
502374,1616952665234409442,2019-09,260030.0,104.0
458602,7395696797140470088,2019-09,395430.0,130.0
311010,8437257970907722008,2019-09,113602.0,111.0
402901,5271591321704178730,2019-09,205830.0,99.0
134635,5108407319813072955,2019-09,235742.0,104.0
502368,2179772649873197365,2019-09,478891.0,142.0
352722,3690886209682028027,2019-09,460967.0,114.0
323970,9098842671739010918,2019-09,261244.0,128.0
87918,3218792504195936313,2019-09,344915.0,105.0
400033,6122719618012473549,2019-09,340643.0,99.0
491233,5274777191770957761,2019-09,139142.0,129.0
561712,2493688222671282470,2019-09,196092.0,107.0
473908,4061297388883391410,2019-09,351244.0,110.0
397280,5547032541615425352,2019-09,329461.0,95.0
215091,5613825020130267729,2019-09,415400.0,94.0
294086,2369364892942408355,2019-09,349200.0,126.0
287654,1477629972594346481,2019-09,443147.0,134.0
552787,7810315632865163836,2019-09,236660.0,113.0
311032,1033361676287635885,2019-09,291601.0,119.0
265672,5122095358293179297,2019-09,47360.0,121.0
308071,851897122328714307,2019-09,164994.0,99.0
127570,8084468342180142818,2019-09,271554.0,104.0
540118,1454789421854453615,2019-09,427863.0,115.0
444709,7041489327620930099,2019-09,461205.0,115.0
188343,7176848230239877915,2019-09,137401.0,124.0
469531,3970572142453508637,2019-09,202260.0,105.0
455802,3571198145319411787,2019-09,162960.0,114.0
210952,4995679129936981612,2019-09,383537.0,136.0
232037,7818340804682162328,2019-09,352426.0,109.0
451957,5786895437851445408,2019-09,338428.0,140.0
349967,3025708129948185495,2019-09,190942.0,122.0
388815,4831988987853936627,2019-09,275965.0,150.0
397278,2035700727032031976,2019-09,103334.0,88.0
414117,9127318190908282126,2019-09,347354.0,106.0
330492,1334091158016312155,2019-09,209693.0,77.0
271495,2763141362035716801,2019-09,377462.0,88.0
425326,5855956854975734380,2019-09,106908.0,135.0
182805,6681781879793693802,2019-09,95897.0,147.0
81987,696014079855281037,2019-09,203808.0,111.0
257136,4395946187332973749,2019-09,540672.0,136.0
477614,8487807876567995441,2019-09,234537.0,145.0
315450,1299146298565441811,2019-09,252598.0,114.0
76157,7626832470282570499,2019-09,194098.0,122.0
491228,8552039412779393821,2019-09,303345.0,119.0
41213,5528372913947954503,2019-09,181158.0,122.0
137500,5540361570968095722,2019-09,1094091.0,117.0
291218,4972567100282306577,2019-09,249672.0,110.0
327724,1043585102535564595,2019-09,322315.0,102.0
215114,7963861799566207637,2019-09,221294.0,148.0
195080,3279078057358159966,2019-09,281800.0,135.0
56786,4874157215501489741,2019-09,118129.0,112.0
240452,4414438591613884911,2019-09,227187.0,111.0
102421,8895896724713458749,2019-09,202560.0,151.0
388866,3555655653190753786,2019-09,5994.0,0.0
153867,608816700571896717,2019-09,229396.0,115.0
108241,2290083177086946553,2019-09,474356.0,117.0
447498,4078490786243765404,2019-09,174681.0,111.0
220789,3384356870037163810,2019-09,373914.0,105.0
62553,1875708128527882196,2019-09,1425097.0,127.0
163345,1082658943827891572,2019-09,25475.0,132.0
388840,9038299527164672091,2019-09,512364.0,125.0
372131,6858769421191999702,2019-09,74875.0,135.0
408569,4079447215339975026,2019-09,157704.0,110.0
119945,345447888460137901,2019-09,166928.0,103.0
279918,4723919748432185874,2019-09,104936.0,130.0
368172,1192810733461560329,2019-09,140037.0,90.0
305303,2451708306555441014,2019-09,17079.0,82.0
404928,1044568737046072781,2019-09,388550.0,110.0
528476,8106460788895393927,2019-09,39922.0,143.0
146136,7595945751692012281,2019-09,33638.0,119.0
146129,2785178201607654410,2019-09,197400.0,99.0
18675,4375157493619487776,2019-09,210929.0,131.0
243409,7816319470107777265,2019-09,515064.0,114.0
347200,1579681122696922043,2019-09,283151.0,112.0
30514,3898162407838983449,2019-09,578354.0,137.0
197951,8859064595603380512,2019-09,765079.0,119.0
327720,1117184216453911295,2019-09,651727.0,96.0
552960,7061868716439556791,2019-09,358028.0,128.0
386114,4284129442855564250,2019-09,128809.0,111.0
529340,1533755281771668509,2019-09,493315.0,117.0
399033,1864367736036633256,2019-09,372436.0,109.0
282707,4508632759077888376,2019-09,188851.0,134.0
561760,7848910047105468475,2019-09,408735.0,122.0
436299,3970610368027129821,2019-09,73661.0,96.0
330564,7405858498198031046,2019-09,277159.0,123.0
374085,5893903674205161232,2019-09,417460.0,98.0
380551,3075783375726664899,2019-09,47250.0,0.0
496630,5477900120643078645,2019-10,61658.0,98.0
98563,8716163053080758848,2019-10,153495.0,122.0
277146,5761480994209806499,2019-10,60387.0,139.0
433628,1118514612547157551,2019-10,95823.0,89.0
212251,6817075905797098547,2019-10,86739.0,135.0
32584,8505870778358741102,2019-10,69480.0,113.0
400061,1253437108265925705,2019-10,108488.0,100.0
510535,6964108750473070287,2019-10,537035.0,108.0
430783,2083323809219952960,2019-10,74436.0,104.0
12788,4537268360654655629,2019-10,67484.0,124.0
151925,314309872114206760,2019-10,514268.0,86.0
110266,465309249432033993,2019-10,151781.0,103.0
499547,3285246914299291124,2019-10,429980.0,111.0
271517,4090195792518021727,2019-10,203616.0,108.0
488500,4089244710305890246,2019-10,494300.0,103.0
520425,5860276371789140450,2019-10,78366.0,107.0
366604,4785355632922927313,2019-10,53688.0,109.0
1306,8173830874846355280,2019-10,27571.0,125.0
151933,2711217152718352107,2019-10,166963.0,86.0
254458,4675067298171588603,2019-10,218657.0,129.0
311029,2761181567313020223,2019-10,536221.0,81.0
251665,8897340779547593728,2019-10,180031.0,145.0
50014,2408009918678280470,2019-10,94367.0,107.0
447494,107343823625119033,2019-10,87116.0,81.0
308095,7325545718770538459,2019-10,31133.0,121.0
61638,3931892303497206092,2019-10,75406.0,104.0
450361,8198518259946944874,2019-10,13289.0,153.0
21633,226405871752897670,2019-10,173554.0,108.0
450236,1192891347324061812,2019-10,457424.0,91.0
59689,5462970244186515758,2019-10,520372.0,123.0
261885,5880041582322293710,2019-10,675311.0,93.0
526675,3258345688897172820,2019-10,18142.0,123.0
56778,7779268298304613772,2019-10,71902.0,133.0
488485,7646606457278894341,2019-10,39806.0,122.0
21632,5409960473983330744,2019-10,279173.0,119.0
183771,2805743565496207618,2019-10,481659.0,118.0
316579,6373947691253940364,2019-10,93051.0,117.0
488520,4043546053926060305,2019-10,331278.0,87.0
234921,2687720147676132707,2019-10,386470.0,111.0
523931,1951407691087813358,2019-10,92620.0,111.0
402935,8559143756893267192,2019-10,515690.0,137.0
394400,7367321179169390502,2019-10,426841.0,111.0
105323,903093877129717133,2019-10,924335.0,107.0
463230,3742264304742819339,2019-10,121284.0,110.0
128746,649279100559994713,2019-10,311824.0,115.0
550954,6643358471662528195,2019-10,69371.0,117.0
501198,8646472172649019955,2019-10,248600.0,131.0
157622,8080988579391900405,2019-10,507878.0,118.0
358351,2233850024349336054,2019-10,219694.0,91.0
452129,7120090169052575663,2019-10,271782.0,94.0
327718,8529899700094903171,2019-10,116913.0,118.0
119080,7787306805605072964,2019-10,308214.0,120.0
87940,4524147234488547993,2019-10,560447.0,126.0
36495,3807130563335796378,2019-10,56111.0,112.0
21720,5794903898038236832,2019-10,338442.0,133.0
505205,7141263195360679278,2019-10,208078.0,119.0
157606,7031913170099381454,2019-10,32382.0,102.0
96767,7229721428946324455,2019-10,152446.0,111.0
566110,4817816966382229074,2019-10,211564.0,117.0
74931,1292049196559782171,2019-10,367270.0,117.0
550985,7231408738455755015,2019-10,25305.0,109.0
388847,8083157716178259762,2019-10,650195.0,124.0
349993,6784879562354696650,2019-10,301103.0,139.0
